university,page_no,department,result_sem,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi,0
"UNIVERSITY OF MUMBAI 
",915,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184607,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,20,21,18,54,22,23,17,52,22,20,16,48,21,20,17,22,--,32,44,['SEM-I:5.81'],['SEM-II:6.41'],['SEM-III:7.71'],['SEM-IV:7.96'],['SEM-V:7.96'],['SEM-VI:8.25'],['SEM-VII:8.80'],8.30,['CGPI:7.65'],58079.0
"UNIVERSITY OF MUMBAI 
",915,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184608,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,21,21,20,62,23,23,19,55,23,22,20,51,21,19,18,23,--,45,48,['SEM-I:7.81'],['SEM-II:7.93'],['SEM-III:8.64'],['SEM-IV:9.24'],['SEM-V:9.08'],['SEM-VI:9.10'],['SEM-VII:9.36'],9.41,['CGPI:8.82'],58088.0
"UNIVERSITY OF MUMBAI 
",916,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184609,CPE8031:MACHINE,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,46E,15E,19E,11E,50E,16E,19E,16E,24F,21E,17E,11E,39E,14E,17E,10E,19E,--,45E,47E,['SEM-I:5.15'],['SEM-II:6.89'],['SEM-III:5.07'],['SEM-IV:5.57'],['SEM-V:6.00'],['SEM-VI:5.92'],['SEM-VII:6.84'],--,['CGPI:--'],58125.0
"UNIVERSITY OF MUMBAI 
",916,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184610,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,65,21,21,17,63,20,20,17,40,23,22,16,72,18,21,16,21,--,43,44,['SEM-I:5.59'],['SEM-II:6.91'],['SEM-III:6.79'],['SEM-IV:7.75'],['SEM-V:7.75'],['SEM-VI:8.58'],['SEM-VII:8.20'],9.37,['CGPI:7.62'],58134.0
"UNIVERSITY OF MUMBAI 
",916,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184611,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,68,17,22,15,40,20,22,17,42,22,20,16,48,16,20,16,18,--,46,48,['SEM-I:6.70'],['SEM-II:7.87'],['SEM-III:7.04'],['SEM-IV:8.57'],['SEM-V:8.08'],['SEM-VI:7.58'],['SEM-VII:7.64'],8.19,['CGPI:7.71'],58143.0
"UNIVERSITY OF MUMBAI 
",916,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184612,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,17,20,12,58,21,23,17,43,20,21,16,46,16,23,17,18,--,43,46,['SEM-I:8.70'],['SEM-II:8.41'],['SEM-III:8.89'],['SEM-IV:9.29'],['SEM-V:8.58'],['SEM-VI:9.50'],['SEM-VII:8.72'],8.33,['CGPI:8.80'],58152.0
"UNIVERSITY OF MUMBAI 
",917,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184613,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,17,21,17,51,17,23,17,48,16,17,17,44,19,19,15,17,--,41,45,['SEM-I:8.19'],['SEM-II:7.26'],['SEM-III:8.14'],['SEM-IV:8.89'],['SEM-V:8.00'],['SEM-VI:7.92'],['SEM-VII:8.24'],7.78,['CGPI:8.05'],58189.0
"UNIVERSITY OF MUMBAI 
",917,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184614,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,23,23,20,59,21,22,17,62,23,23,18,60,21,23,19,22,--,46,48,['SEM-I:9.70'],['SEM-II:9.33'],['SEM-III:10.00;'],['SEM-IV:10.00;'],['SEM-V:9.67'],['SEM-VI:9.33'],['SEM-VII:8.88'],9.56,['CGPI:9.56'],58198.0
"UNIVERSITY OF MUMBAI 
",917,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184615,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,14,17,10,53,15,20,16,38,17,20,10,37,14,14,8,12,--,42,43,['SEM-I:5.65'],['SEM-II:5.98'],['SEM-III:5.68'],['SEM-IV:5.14'],['SEM-V:6.71'],['SEM-VI:6.08'],['SEM-VII:6.96'],7.04,['CGPI:6.16'],58207.0
"UNIVERSITY OF MUMBAI 
",917,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184616,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,47,20,19,17,54,22,21,18,41,21,20,15,55,21,19,16,21,--,42,43,['SEM-I:7.19'],['SEM-II:7.67'],['SEM-III:7.18'],['SEM-IV:7.68'],['SEM-V:8.13'],['SEM-VI:9.25'],['SEM-VII:7.64'],8.33,['CGPI:7.88'],58216.0
"UNIVERSITY OF MUMBAI 
",918,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184617,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,17,21,12,47,17,22,17,47,18,18,14,52,14,19,9,18,--,46,45,['SEM-I:7.67'],['SEM-II:7.98'],['SEM-III:8.14'],['SEM-IV:8.21'],['SEM-V:7.71'],['SEM-VI:7.33'],['SEM-VII:8.28'],7.74,['CGPI:7.88'],58253.0
"UNIVERSITY OF MUMBAI 
",918,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184618,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,15,19,8,57,15,20,17,33,17,18,9,54,16,20,12,16,--,43,42,['SEM-I:5.93'],['SEM-II:5.61'],['SEM-III:5.04'],['SEM-IV:5.50'],['SEM-V:6.50'],['SEM-VI:6.21'],['SEM-VII:7.36'],7.33,['CGPI:6.19'],58262.0
"UNIVERSITY OF MUMBAI 
",918,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184619,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,39,22,21,14,40,20,20,18,42,21,19,16,47,20,21,14,21,--,45,45,['SEM-I:6.41'],['SEM-II:7.17'],['SEM-III:6.71'],['SEM-IV:7.68'],['SEM-V:6.83'],['SEM-VI:7.83'],['SEM-VII:7.68'],7.78,['CGPI:7.26'],58271.0
"UNIVERSITY OF MUMBAI 
",918,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184620,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,10,15,11,49,13,17,14,50,17,19,13,32,16,19,9,11,--,34,38,[],[],['SEM-III:8.11'],['SEM-IV:6.57'],['SEM-V:6.79'],['SEM-VI:8.21'],['SEM-VII:7.48'],6.70,['CGPI:7.31'],58280.0
"UNIVERSITY OF MUMBAI 
",919,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184621,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,13,17,15,47,15,21,15,45,18,18,16,55,16,19,13,19,--,45,45,[],[],['SEM-III:7.61'],['SEM-IV:7.24'],['SEM-V:8.42'],['SEM-VI:8.06'],['SEM-VII:8.32'],7.85,['CGPI:7.92'],58317.0
"UNIVERSITY OF MUMBAI 
",919,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184622,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,18,21,19,47,17,22,17,40,21,21,15,64,16,20,18,19,--,43,47,['SEM-I:8.11'],['SEM-II:8.70'],['SEM-III:9.61'],['SEM-IV:9.07'],['SEM-V:8.00'],['SEM-VI:8.79'],['SEM-VII:7.76'],8.63,['CGPI:8.58'],58326.0
"UNIVERSITY OF MUMBAI 
",919,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184623,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,13,20,16,45,20,22,17,38,18,18,13,49,19,18,10,16,--,40,43,['SEM-I:6.26'],['SEM-II:6.65'],['SEM-III:6.07'],['SEM-IV:6.54'],['SEM-V:5.92'],['SEM-VI:6.25'],['SEM-VII:8.04'],7.56,['CGPI:6.66'],58335.0
"UNIVERSITY OF MUMBAI 
",919,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184624,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,23,23,19,48,19,22,18,61,23,23,19,54,21,21,16,23,--,42,46,['SEM-I:8.26'],['SEM-II:8.81'],['SEM-III:9.86'],['SEM-IV:9.86'],['SEM-V:9.50'],['SEM-VI:9.00'],['SEM-VII:9.20'],9.26,['CGPI:9.22'],58344.0
"UNIVERSITY OF MUMBAI 
",920,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184625,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,12,19,12,47,13,20,13,32,15,19,14,45,16,19,12,15,--,41,43,['SEM-I:6.22'],['SEM-II:6.04'],['SEM-III:6.89'],['SEM-IV:7.61'],['SEM-V:7.54'],['SEM-VI:8.29'],['SEM-VII:7.28'],7.11,['CGPI:7.12'],58381.0
"UNIVERSITY OF MUMBAI 
",920,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184626,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,16,22,16,43,19,20,16,49,20,20,15,34,15,17,10,16,--,42,46,['SEM-I:5.63'],['SEM-II:6.80'],['SEM-III:7.29'],['SEM-IV:7.04'],['SEM-V:7.29'],['SEM-VI:7.58'],['SEM-VII:7.64'],7.33,['CGPI:7.08'],58390.0
"UNIVERSITY OF MUMBAI 
",920,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184627,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,39,15,19,15,59,18,20,16,40,21,21,14,44,18,22,15,18,--,43,43,['SEM-I:6.22'],['SEM-II:6.76'],['SEM-III:5.61'],['SEM-IV:5.64'],['SEM-V:7.04'],['SEM-VI:7.33'],['SEM-VII:7.80'],7.85,['CGPI:6.78'],58399.0
"UNIVERSITY OF MUMBAI 
",920,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184628,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57,17,21,14,64,18,21,18,48,21,20,16,38,15,16,14,22,--,44,43,['SEM-I:6.06'],['SEM-II:6.20'],['SEM-III:6.25'],['SEM-IV:8.25'],['SEM-V:8.33'],['SEM-VI:8.42'],['SEM-VII:8.32'],8.48,['CGPI:7.54'],58408.0
"UNIVERSITY OF MUMBAI 
",921,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184629,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,12,15,14,57,13,21,12,41,15,18,12,67,14,17,13,18,--,43,45,['SEM-I:5.70'],['SEM-II:5.07'],['SEM-III:5.04'],['SEM-IV:5.14'],['SEM-V:5.29'],['SEM-VI:5.83'],['SEM-VII:7.04'],8.11,['CGPI:5.90'],58445.0
"UNIVERSITY OF MUMBAI 
",921,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184630,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,20,22,19,64,21,21,16,59,23,23,19,55,21,20,16,22,--,46,48,['SEM-I:7.35'],['SEM-II:7.63'],['SEM-III:9.64'],['SEM-IV:9.79'],['SEM-V:9.42'],['SEM-VI:9.50'],['SEM-VII:8.84'],9.56,['CGPI:8.97'],58454.0
"UNIVERSITY OF MUMBAI 
",921,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184631,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,15,17,16,48,20,20,17,40,21,18,18,40,18,13,15,18,--,41,44,['SEM-I:5.89'],['SEM-II:6.78'],['SEM-III:5.71'],['SEM-IV:6.11'],['SEM-V:7.00'],['SEM-VI:7.33'],['SEM-VII:7.76'],7.74,['CGPI:6.79'],58463.0
"UNIVERSITY OF MUMBAI 
",921,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184632,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,16,20,18,54,20,23,17,50,20,20,16,48,17,18,13,21,--,41,41,['SEM-I:5.44'],['SEM-II:6.41'],['SEM-III:6.18'],['SEM-IV:7.68'],['SEM-V:8.33'],['SEM-VI:7.96'],['SEM-VII:8.16'],8.37,['CGPI:7.32'],58472.0
"UNIVERSITY OF MUMBAI 
",922,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184633,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,21,23,18,54,22,23,19,52,23,22,18,40,21,22,19,23,--,43,47,['SEM-I:8.48'],['SEM-II:7.93'],['SEM-III:8.25'],['SEM-IV:9.29'],['SEM-V:9.33'],['SEM-VI:9.50'],['SEM-VII:9.52'],8.81,['CGPI:8.89'],58509.0
"UNIVERSITY OF MUMBAI 
",922,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184634,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,19,21,17,62,23,23,18,46,22,18,17,62,20,20,16,22,--,43,46,['SEM-I:7.52'],['SEM-II:8.30'],['SEM-III:8.36'],['SEM-IV:9.07'],['SEM-V:7.92'],['SEM-VI:8.46'],['SEM-VII:8.00'],8.81,['CGPI:8.31'],58518.0
"UNIVERSITY OF MUMBAI 
",922,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184635,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,21,21,16,52,23,23,19,54,22,22,18,50,21,22,15,22,--,46,48,['SEM-I:8.93'],['SEM-II:8.41'],['SEM-III:9.79'],['SEM-IV:8.93'],['SEM-V:8.08'],['SEM-VI:8.13'],['SEM-VII:8.68'],8.81,['CGPI:8.72'],58527.0
"UNIVERSITY OF MUMBAI 
",922,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184636,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,17,20,14,57,16,21,17,47,19,18,17,53,18,20,12,18,--,45,43,['SEM-I:7.41'],['SEM-II:7.83'],['SEM-III:7.86'],['SEM-IV:9.32'],['SEM-V:9.00'],['SEM-VI:8.46'],['SEM-VII:8.24'],8.19,['CGPI:8.29'],58536.0
"UNIVERSITY OF MUMBAI 
",923,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184637,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,34,13,17,11,54,15,21,16,32,12,15,14,32,11,19,9,11,--,39,41,['SEM-I:7.19'],['SEM-II:7.26'],['SEM-III:6.00'],['SEM-IV:6.57'],['SEM-V:7.21'],['SEM-VI:6.63'],['SEM-VII:7.20'],6.67,['CGPI:6.84'],58573.0
"UNIVERSITY OF MUMBAI 
",923,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184638,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,17,21,13,55,15,21,16,48,18,20,16,52,18,16,13,18,--,45,43,['SEM-I:7.56'],['SEM-II:7.15'],['SEM-III:7.36'],['SEM-IV:8.46'],['SEM-V:8.00'],['SEM-VI:7.96'],['SEM-VII:8.56'],8.04,['CGPI:7.89'],58582.0
"UNIVERSITY OF MUMBAI 
",923,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184639,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,17,22,12,52,16,20,16,56,21,18,16,45,18,21,13,12,--,36,40,[],[],['SEM-III:8.75'],['SEM-IV:8.82'],['SEM-V:8.58'],['SEM-VI:8.42'],['SEM-VII:7.72'],7.78,['CGPI:8.35'],58591.0
"UNIVERSITY OF MUMBAI 
",923,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184640,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,12,15,8,39,16,18,15,46,14,15,8,35,14,15,11,19,--,37,38,['SEM-I:5.48'],['SEM-II:6.07'],['SEM-III:6.32'],['SEM-IV:6.43'],['SEM-V:6.46'],['SEM-VI:6.63'],['SEM-VII:6.36'],6.67,['CGPI:6.30'],58600.0
"UNIVERSITY OF MUMBAI 
",924,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184641,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,12,15,12,43,16,18,14,32,12,14,11,40,13,20,10,18,--,38,41,['SEM-I:5.19'],['SEM-II:6.19'],['SEM-III:5.25'],['SEM-IV:5.75'],['SEM-V:6.29'],['SEM-VI:5.96'],['SEM-VII:5.88'],6.52,['CGPI:5.88'],58637.0
"UNIVERSITY OF MUMBAI 
",924,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184642,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,19,21,13,44,18,20,17,35,21,22,15,32,18,22,11,19,--,45,47,['SEM-I:6.15'],['SEM-II:6.54'],['SEM-III:6.39'],['SEM-IV:6.54'],['SEM-V:6.38'],['SEM-VI:7.38'],['SEM-VII:8.00'],7.41,['CGPI:6.85'],58646.0
"UNIVERSITY OF MUMBAI 
",924,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184643,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,14,17,11,43,17,21,16,37,19,20,13,39,17,21,12,16,--,41,41,['SEM-I:6.20'],['SEM-II:6.00'],['SEM-III:5.57'],['SEM-IV:5.82'],['SEM-V:6.04'],['SEM-VI:6.42'],['SEM-VII:7.12'],7.44,['CGPI:6.33'],58655.0
"UNIVERSITY OF MUMBAI 
",924,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184644,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,21,22,18,54,21,21,17,43,21,20,15,52,19,21,18,21,--,44,44,['SEM-I:7.19'],['SEM-II:7.59'],['SEM-III:7.71'],['SEM-IV:9.36'],['SEM-V:8.17'],['SEM-VI:8.92'],['SEM-VII:8.28'],8.37,['CGPI:8.20'],58664.0
"UNIVERSITY OF MUMBAI 
",925,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184645,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,13,18,13,45,18,21,17,47,20,18,11,48,20,23,17,16,--,45,49,[],[],['SEM-III:5.82'],['SEM-IV:5.89'],['SEM-V:7.46'],['SEM-VI:7.17'],['SEM-VII:7.36'],7.78,['CGPI:6.91'],58701.0
"UNIVERSITY OF MUMBAI 
",925,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184646,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,21,22,17,64,20,23,19,52,21,23,19,60,22,23,18,22,--,43,45,[],[],['SEM-III:8.00'],['SEM-IV:9.89'],['SEM-V:9.42'],['SEM-VI:9.83'],['SEM-VII:8.92'],9.41,['CGPI:9.25'],58710.0
"UNIVERSITY OF MUMBAI 
",925,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184647,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,22,22,20,67,23,23,19,54,23,23,20,50,23,23,19,23,--,46,46,['SEM-I:8.96'],['SEM-II:9.37'],['SEM-III:10.00;'],['SEM-IV:9.71'],['SEM-V:10.00;'],['SEM-VI:9.83'],['SEM-VII:9.04'],8.96,['CGPI:9.48'],58719.0
"UNIVERSITY OF MUMBAI 
",925,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184648,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,20,21,14,60,21,22,18,64,21,21,20,59,22,23,18,22,--,43,46,[],[],['SEM-III:7.07'],['SEM-IV:9.54'],['SEM-V:9.25'],['SEM-VI:9.63'],['SEM-VII:8.96'],9.41,['CGPI:8.98'],58728.0
"UNIVERSITY OF MUMBAI 
",926,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184649,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,18,20,13,48,18,20,18,48,19,21,18,51,17,19,12,18,--,44,48,['SEM-I:7.57'],['SEM-II:8.02'],['SEM-III:8.18'],['SEM-IV:9.29'],['SEM-V:8.42'],['SEM-VI:8.54'],['SEM-VII:8.12'],8.15,['CGPI:8.29'],58765.0
"UNIVERSITY OF MUMBAI 
",926,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184650,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,44,17,19,15,52,20,20,16,58,21,20,17,56,21,20,14,16,--,43,44,['SEM-I:5.00'],['SEM-II:5.96'],['SEM-III:6.46'],['SEM-IV:6.86'],['SEM-V:6.88'],['SEM-VI:7.63'],['SEM-VII:8.00'],8.33,['CGPI:6.89'],58774.0
"UNIVERSITY OF MUMBAI 
",926,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184651,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,17,21,14,60,17,20,17,61,22,19,10,50,20,20,13,16,--,44,44,['SEM-I:5.59'],['SEM-II:7.00'],['SEM-III:5.68'],['SEM-IV:6.64'],['SEM-V:6.88'],['SEM-VI:7.58'],['SEM-VII:7.08'],8.59,['CGPI:6.88'],58783.0
"UNIVERSITY OF MUMBAI 
",926,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184652,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,14,20,13,63,18,21,15,54,19,22,18,54,19,18,16,16,--,33,45,[],[],['SEM-III:6.71'],['SEM-IV:6.14'],['SEM-V:8.83'],['SEM-VI:8.67'],['SEM-VII:8.36'],8.41,['CGPI:7.85'],58792.0
"UNIVERSITY OF MUMBAI 
",927,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184653,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,13,15,9,58,17,19,16,45,19,19,13,58,19,21,14,16,--,37,40,[],[],['SEM-III:6.57'],['SEM-IV:7.00'],['SEM-V:8.33'],['SEM-VI:8.50'],['SEM-VII:7.48'],7.93,['CGPI:7.64'],58829.0
"UNIVERSITY OF MUMBAI 
",927,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184654,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,40,13,18,11,41,17,20,16,53,19,18,14,52,18,20,10,16,--,46,48,['SEM-I:7.85'],['SEM-II:6.96'],['SEM-III:6.75'],['SEM-IV:6.89'],['SEM-V:7.00'],['SEM-VI:7.29'],['SEM-VII:7.48'],7.52,['CGPI:7.22'],58838.0
"UNIVERSITY OF MUMBAI 
",927,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184655,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,19,22,19,60,23,22,18,58,23,22,20,54,23,23,18,22,--,45,46,['SEM-I:7.52'],['SEM-II:8.78'],['SEM-III:7.32'],['SEM-IV:7.43'],['SEM-V:8.17'],['SEM-VI:9.50'],['SEM-VII:8.56'],9.26,['CGPI:8.32'],58847.0
"UNIVERSITY OF MUMBAI 
",927,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:688:DBIT,"JULY 04, 2019",7184656,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57,10,15,11,46,17,19,16,42,18,14,13,40,16,19,12,17,--,37,39,['SEM-I:5.41'],['SEM-II:6.31'],['SEM-III:6.18'],['SEM-IV:6.21'],['SEM-V:6.63'],['SEM-VI:6.92'],['SEM-VII:6.48'],7.19,['CGPI:6.42'],58856.0
