,department,college_code,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
216,ELECTRICAL ENGINEERING,385:ACPCE,47280217,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,34.0,20.0,0.0,15.0,32.0,17.0,11.0,35.0,19.0,0.0,9.0,35.0,17.0,13.0,['Diploma'],['Diploma'],6.0,6.39,6.0,5.86,6.52,6.38,6.19
217,ELECTRICAL ENGINEERING,385:ACPCE,47280218,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,36.0,18.0,0.0,19.0,38.0,20.0,14.0,50.0,22.0,0.0,17.0,41.0,19.0,18.0,['Diploma'],['Diploma'],7.07,7.64,8.0,6.96,8.19,7.54,7.57
219,ELECTRICAL ENGINEERING,385:ACPCE,47280220,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,20.0,0.0,11.0,32.0,17.0,10.0,46.0,20.0,0.0,14.0,45.0,18.0,11.0,['Diploma'],['Diploma'],6.0,5.54,6.0,5.46,6.26,6.96,6.04
228,ELECTRICAL ENGINEERING,390:RSCE,47280229,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,45.0,22.0,0.0,16.0,42.0,23.0,14.0,50.0,23.0,0.0,20.0,63.0,21.0,17.0,['Diploma'],['Diploma'],6.59,6.25,6.81,6.79,7.59,8.62,7.11
229,ELECTRICAL ENGINEERING,390:RSCE,47280230,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,33.0,20.0,0.0,17.0,32.0,19.0,17.0,53.0,18.0,0.0,19.0,32.0,20.0,13.0,['Diploma'],['Diploma'],6.48,5.54,6.58,5.79,6.63,7.42,6.41
230,ELECTRICAL ENGINEERING,390:RSCE,47280231,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,36.0,22.0,0.0,18.0,50.0,23.0,17.0,56.0,20.0,0.0,18.0,36.0,21.0,18.0,['Diploma'],['Diploma'],6.3,6.14,7.54,6.82,8.37,8.0,7.2
233,ELECTRICAL ENGINEERING,390:RSCE,47280234,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,22.0,0.0,14.0,32.0,22.0,16.0,42.0,21.0,0.0,17.0,33.0,20.0,15.0,['Diploma'],['Diploma'],6.74,6.5,6.73,6.14,7.26,7.04,6.74
235,ELECTRICAL ENGINEERING,390:RSCE,47280236,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,47.0,20.0,0.0,17.0,32.0,20.0,12.0,40.0,20.0,0.0,15.0,53.0,20.0,12.0,['Diploma'],['Diploma'],6.43,5.43,5.5,4.0,4.0,7.46,5.47
236,ELECTRICAL ENGINEERING,390:RSCE,47280237,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,34.0,21.0,0.0,17.0,35.0,19.0,14.0,59.0,20.0,0.0,19.0,53.0,21.0,16.0,['Diploma'],['Diploma'],6.41,5.57,6.62,6.29,6.96,7.92,6.63
239,ELECTRICAL ENGINEERING,390:RSCE,47280240,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,38.0,23.0,0.0,20.0,43.0,24.0,18.0,62.0,23.0,0.0,20.0,47.0,22.0,20.0,['Diploma'],['Diploma'],7.04,6.89,8.12,6.89,8.3,8.46,7.62
241,ELECTRICAL ENGINEERING,390:RSCE,47280242,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,22.0,0.0,16.0,38.0,21.0,12.0,39.0,20.0,0.0,16.0,37.0,21.0,16.0,['Diploma'],['Diploma'],6.74,5.75,6.12,6.18,7.04,7.38,6.54
242,ELECTRICAL ENGINEERING,390:RSCE,47280243,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,41.0,21.0,0.0,15.0,32.0,20.0,15.0,40.0,18.0,0.0,13.0,33.0,20.0,13.0,['Diploma'],['Diploma'],5.89,5.68,5.81,4.21,5.81,7.08,5.75
247,ELECTRICAL ENGINEERING,390:RSCE,47280248,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,33.0,21.0,0.0,16.0,32.0,22.0,14.0,44.0,20.0,0.0,16.0,45.0,21.0,13.0,['Diploma'],['Diploma'],6.26,6.21,6.81,6.32,6.96,7.38,6.66
248,ELECTRICAL ENGINEERING,390:RSCE,47280249,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,51.0,19.0,0.0,16.0,32.0,21.0,16.0,40.0,18.0,0.0,17.0,33.0,20.0,20.0,['Diploma'],['Diploma'],5.89,5.11,5.5,5.79,6.96,7.42,6.11
253,ELECTRICAL ENGINEERING,390:RSCE,47280254,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,50.0,21.0,0.0,15.0,38.0,22.0,16.0,39.0,20.0,0.0,18.0,54.0,21.0,16.0,['Diploma'],['Diploma'],5.56,5.64,6.04,5.39,6.74,8.0,6.23
256,ELECTRICAL ENGINEERING,390:RSCE,47280257,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,36.0,20.0,0.0,15.0,32.0,22.0,16.0,57.0,18.0,0.0,14.0,42.0,20.0,17.0,['Diploma'],['Diploma'],6.52,5.18,6.19,6.25,6.96,7.62,6.45
262,ELECTRICAL ENGINEERING,390:RSCE,47280263,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,46.0,20.0,0.0,18.0,32.0,21.0,15.0,48.0,21.0,0.0,16.0,45.0,21.0,18.0,['Diploma'],['Diploma'],7.26,6.68,7.85,6.89,7.78,7.85,7.39
263,ELECTRICAL ENGINEERING,390:RSCE,47280264,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,38.0,21.0,0.0,18.0,39.0,22.0,14.0,49.0,23.0,0.0,20.0,74.0,22.0,20.0,['Diploma'],['Diploma'],7.37,7.07,7.85,7.68,7.85,8.31,7.69
264,ELECTRICAL ENGINEERING,390:RSCE,47280265,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,40.0,20.0,0.0,16.0,41.0,22.0,14.0,36.0,21.0,0.0,16.0,42.0,21.0,18.0,['Diploma'],['Diploma'],6.37,5.39,5.88,4.0,5.96,7.69,5.88
272,ELECTRICAL ENGINEERING,390:RSCE,47280273,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,35.0,21.0,0.0,14.0,32.0,22.0,16.0,51.0,18.0,0.0,17.0,39.0,19.0,16.0,['Diploma'],['Diploma'],6.0,4.89,5.6,5.2,7.0,7.27,5.99
278,ELECTRICAL ENGINEERING,390:RSCE,47280279,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,41.0,20.0,0.0,16.0,50.0,22.0,17.0,56.0,18.0,0.0,12.0,64.0,20.0,15.0,['Diploma'],['Diploma'],6.85,5.18,6.15,5.79,6.81,8.23,6.5
279,ELECTRICAL ENGINEERING,403:SIGCE,47280280,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,21.0,0.0,17.0,46.0,17.0,8.0,48.0,17.0,0.0,15.0,52.0,19.0,9.0,['Diploma'],['Diploma'],6.07,5.07,5.15,5.29,6.41,7.31,5.88
280,ELECTRICAL ENGINEERING,403:SIGCE,47280281,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,39.0,22.0,0.0,18.0,32.0,21.0,18.0,48.0,22.0,0.0,14.0,36.0,23.0,14.0,['Diploma'],['Diploma'],6.89,7.04,6.96,7.32,6.44,7.23,6.98
282,ELECTRICAL ENGINEERING,403:SIGCE,47280283,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,58.0,23.0,0.0,19.0,56.0,21.0,17.0,50.0,21.0,0.0,18.0,62.0,23.0,13.0,['Diploma'],['Diploma'],9.67,9.68,10.0,9.29,8.59,8.69,9.32
287,ELECTRICAL ENGINEERING,403:SIGCE,47280288,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,39.0,19.0,0.0,15.0,36.0,20.0,12.0,62.0,20.0,0.0,14.0,37.0,22.0,8.0,['Diploma'],['Diploma'],7.11,7.11,8.31,7.82,7.56,7.42,7.56
292,ELECTRICAL ENGINEERING,403:SIGCE,47280293,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,23.0,0.0,19.0,39.0,19.0,14.0,50.0,17.0,0.0,16.0,43.0,22.0,10.0,['Diploma'],['Diploma'],7.04,6.89,6.62,7.43,6.74,7.65,7.06
294,ELECTRICAL ENGINEERING,403:SIGCE,47280295,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,49.0,22.0,0.0,18.0,45.0,20.0,16.0,62.0,21.0,0.0,18.0,38.0,22.0,14.0,['Diploma'],['Diploma'],7.52,7.57,8.12,9.0,7.89,8.23,8.06
307,ELECTRICAL ENGINEERING,403:SIGCE,47280308,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,59.0,23.0,0.0,19.0,47.0,21.0,19.0,61.0,21.0,0.0,15.0,51.0,23.0,17.0,['Diploma'],['Diploma'],7.52,8.39,9.12,8.86,8.56,8.77,8.54
309,ELECTRICAL ENGINEERING,403:SIGCE,47280310,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,51.0,23.0,0.0,20.0,42.0,22.0,17.0,53.0,21.0,0.0,18.0,54.0,23.0,12.0,['Diploma'],['Diploma'],6.3,7.36,8.69,8.64,8.59,8.31,7.98
315,ELECTRICAL ENGINEERING,403:SIGCE,47280316,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,52.0,22.0,0.0,18.0,32.0,20.0,13.0,52.0,17.0,0.0,14.0,36.0,22.0,12.0,['Diploma'],['Diploma'],7.22,6.71,7.38,7.86,6.89,7.08,7.19
320,ELECTRICAL ENGINEERING,403:SIGCE,47280321,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,52.0,22.0,0.0,18.0,38.0,20.0,17.0,51.0,20.0,0.0,16.0,51.0,23.0,18.0,['Diploma'],['Diploma'],8.52,9.5,8.85,8.96,8.19,8.15,8.7
323,ELECTRICAL ENGINEERING,403:SIGCE,47280324,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,21.0,0.0,17.0,56.0,20.0,14.0,52.0,20.0,0.0,16.0,42.0,21.0,14.0,['Diploma'],['Diploma'],8.19,8.57,8.62,7.96,7.56,7.85,8.13
332,ELECTRICAL ENGINEERING,403:SIGCE,47280333,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,37.0,20.0,0.0,16.0,32.0,21.0,17.0,49.0,21.0,0.0,15.0,42.0,23.0,15.0,['Diploma'],['Diploma'],7.07,7.29,7.42,7.43,8.48,7.5,7.53
333,ELECTRICAL ENGINEERING,403:SIGCE,47280334,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,23.0,0.0,20.0,49.0,20.0,15.0,55.0,18.0,0.0,13.0,50.0,21.0,11.0,['Diploma'],['Diploma'],6.63,6.57,6.38,7.07,7.0,7.58,6.87
335,ELECTRICAL ENGINEERING,403:SIGCE,47280336,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,22.0,0.0,18.0,33.0,20.0,14.0,52.0,20.0,0.0,11.0,50.0,22.0,13.0,['Diploma'],['Diploma'],6.04,6.39,6.77,7.29,7.48,7.42,6.9
339,ELECTRICAL ENGINEERING,403:SIGCE,47280340,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,23.0,0.0,19.0,39.0,19.0,10.0,47.0,19.0,0.0,12.0,35.0,20.0,10.0,['Diploma'],['Diploma'],7.04,7.11,6.27,6.29,6.78,7.27,6.79
340,ELECTRICAL ENGINEERING,403:SIGCE,47280341,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,23.0,0.0,20.0,40.0,21.0,17.0,52.0,20.0,0.0,16.0,50.0,21.0,15.0,['Diploma'],['Diploma'],7.19,8.07,9.27,9.36,8.52,8.0,8.4
341,ELECTRICAL ENGINEERING,403:SIGCE,47280342,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,54.0,23.0,0.0,20.0,53.0,20.0,15.0,55.0,20.0,0.0,14.0,53.0,21.0,13.0,['Diploma'],['Diploma'],7.33,7.46,7.62,7.5,8.07,8.31,7.72
343,ELECTRICAL ENGINEERING,403:SIGCE,47280344,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,48.0,20.0,0.0,16.0,56.0,22.0,18.0,49.0,19.0,0.0,13.0,42.0,22.0,16.0,['Diploma'],['Diploma'],8.15,8.64,8.0,8.18,7.59,8.12,8.11
349,ELECTRICAL ENGINEERING,403:SIGCE,47280350,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,37.0,20.0,0.0,16.0,65.0,20.0,16.0,47.0,18.0,0.0,14.0,47.0,22.0,12.0,['Diploma'],['Diploma'],8.78,9.04,7.88,8.64,7.96,8.15,8.41
351,ELECTRICAL ENGINEERING,403:SIGCE,47280352,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,42.0,20.0,0.0,16.0,32.0,20.0,15.0,37.0,19.0,0.0,14.0,33.0,21.0,13.0,['Diploma'],['Diploma'],6.74,7.25,7.0,7.21,7.44,7.12,7.13
354,ELECTRICAL ENGINEERING,403:SIGCE,47280355,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,22.0,0.0,18.0,47.0,21.0,18.0,66.0,19.0,0.0,14.0,45.0,23.0,15.0,['Diploma'],['Diploma'],9.59,9.68,9.65,9.54,8.89,8.58,9.32
357,ELECTRICAL ENGINEERING,403:SIGCE,47280358,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,54.0,22.0,0.0,18.0,38.0,20.0,14.0,40.0,21.0,0.0,12.0,43.0,21.0,10.0,['Diploma'],['Diploma'],7.37,6.18,6.77,6.61,6.63,7.31,6.81
358,ELECTRICAL ENGINEERING,403:SIGCE,47280359,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,23.0,0.0,20.0,35.0,21.0,15.0,41.0,21.0,0.0,13.0,33.0,22.0,13.0,['Diploma'],['Diploma'],6.56,6.32,6.46,6.46,7.41,7.15,6.73
360,ELECTRICAL ENGINEERING,426:FCRIT,47280361,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,38.0,15.0,0.0,12.0,49.0,18.0,12.0,49.0,17.0,0.0,15.0,37.0,19.0,17.0,['Diploma'],['Diploma'],5.0,5.5,5.31,6.18,5.78,7.0,5.8
367,ELECTRICAL ENGINEERING,426:FCRIT,47280368,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,57.0,20.0,0.0,17.0,68.0,22.0,19.0,57.0,21.0,0.0,18.0,46.0,22.0,20.0,['Diploma'],['Diploma'],9.78,9.43,10.0,8.96,8.52,8.85,9.26
369,ELECTRICAL ENGINEERING,426:FCRIT,47280370,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,38.0,19.0,0.0,11.0,38.0,18.0,15.0,44.0,19.0,0.0,16.0,36.0,20.0,18.0,['Diploma'],['Diploma'],6.48,5.61,6.08,6.75,6.22,7.12,6.38
372,ELECTRICAL ENGINEERING,426:FCRIT,47280373,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,41.0,20.0,0.0,16.0,49.0,20.0,20.0,49.0,19.0,0.0,18.0,47.0,20.0,19.0,['Diploma'],['Diploma'],7.41,7.39,9.15,8.64,7.44,7.96,8.0
373,ELECTRICAL ENGINEERING,426:FCRIT,47280374,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,20.0,0.0,13.0,50.0,21.0,14.0,54.0,19.0,0.0,17.0,45.0,23.0,19.0,['Diploma'],['Diploma'],5.4,5.5,7.19,6.25,7.33,8.08,6.63
374,ELECTRICAL ENGINEERING,426:FCRIT,47280375,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,54.0,21.0,0.0,19.0,47.0,23.0,20.0,65.0,22.0,0.0,19.0,45.0,23.0,20.0,['Diploma'],['Diploma'],9.78,9.86,9.46,9.75,8.63,8.77,9.38
400,ELECTRICAL ENGINEERING,426:FCRIT,47280401,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,47.0,21.0,0.0,14.0,44.0,23.0,18.0,58.0,23.0,0.0,19.0,46.0,24.0,20.0,['Diploma'],['Diploma'],8.74,8.54,8.81,8.75,8.67,8.46,8.66
408,ELECTRICAL ENGINEERING,426:FCRIT,47280409,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,47.0,21.0,0.0,17.0,53.0,21.0,20.0,52.0,22.0,0.0,19.0,47.0,24.0,20.0,['Diploma'],['Diploma'],9.41,9.71,9.46,9.25,8.93,8.46,9.2
409,ELECTRICAL ENGINEERING,426:FCRIT,47280410,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,21.0,0.0,17.0,38.0,21.0,19.0,61.0,22.0,0.0,17.0,42.0,22.0,20.0,['Diploma'],['Diploma'],6.74,7.07,7.88,7.39,7.33,8.08,7.42
414,ELECTRICAL ENGINEERING,426:FCRIT,47280415,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,41.0,18.0,0.0,16.0,57.0,20.0,14.0,57.0,20.0,0.0,12.0,40.0,21.0,19.0,['Diploma'],['Diploma'],5.7,5.46,6.81,5.96,6.0,7.85,6.3
420,ELECTRICAL ENGINEERING,426:FCRIT,47280421,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,39.0,23.0,0.0,19.0,41.0,24.0,20.0,57.0,24.0,0.0,19.0,49.0,24.0,20.0,['Diploma'],['Diploma'],8.67,9.89,9.35,9.64,9.0,8.31,9.14
427,ELECTRICAL ENGINEERING,426:FCRIT,47280428,EEE802:ELECTRIC,P,EEC801,EEC802,EEC803,ELECTIVEII,55.0,22.0,0.0,17.0,41.0,23.0,19.0,49.0,24.0,0.0,20.0,53.0,24.0,20.0,['Diploma'],['Diploma'],9.93,10.0,10.0,9.36,8.74,8.46,9.42
446,ELECTRICAL ENGINEERING,442:LTCE,47280447,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,38.0,24.0,0.0,14.0,32.0,24.0,15.0,35.0,22.0,0.0,14.0,51.0,22.0,10.0,['Diploma'],['Diploma'],8.63,8.57,9.15,7.96,7.85,7.38,8.26
447,ELECTRICAL ENGINEERING,442:LTCE,47280448,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,49.0,13.0,0.0,11.0,37.0,18.0,17.0,44.0,18.0,0.0,14.0,47.0,20.0,10.0,['Diploma'],['Diploma'],9.15,9.86,9.27,9.25,7.11,7.46,8.68
449,ELECTRICAL ENGINEERING,442:LTCE,47280450,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,40.0,18.0,0.0,10.0,32.0,15.0,10.0,54.0,15.0,0.0,8.0,32.0,14.0,9.0,['Diploma'],['Diploma'],6.93,7.25,7.31,6.57,6.04,6.65,6.79
451,ELECTRICAL ENGINEERING,442:LTCE,47280452,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,23.0,0.0,16.0,59.0,24.0,16.0,64.0,24.0,0.0,19.0,44.0,23.0,14.0,['Diploma'],['Diploma'],8.81,9.61,10.0,9.5,8.7,8.62,9.21
456,ELECTRICAL ENGINEERING,442:LTCE,47280457,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,46.0,23.0,0.0,11.0,45.0,23.0,15.0,41.0,22.0,0.0,15.0,61.0,21.0,11.0,['Diploma'],['Diploma'],7.89,7.39,8.69,7.96,7.41,8.0,7.89
458,ELECTRICAL ENGINEERING,442:LTCE,47280459,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,53.0,19.0,0.0,11.0,32.0,23.0,13.0,44.0,22.0,0.0,12.0,33.0,21.0,9.0,['Diploma'],['Diploma'],7.44,8.86,9.58,7.93,6.78,7.19,7.96
461,ELECTRICAL ENGINEERING,442:LTCE,47280462,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,35.0,20.0,0.0,10.0,36.0,19.0,8.0,50.0,18.0,0.0,14.0,61.0,22.0,5.0,['Diploma'],['Diploma'],6.7,6.71,7.5,7.25,7.11,7.27,7.09
463,ELECTRICAL ENGINEERING,442:LTCE,47280464,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,23.0,0.0,16.0,54.0,23.0,17.0,65.0,24.0,0.0,18.0,53.0,23.0,15.0,['Diploma'],['Diploma'],8.26,8.82,9.88,9.46,8.44,8.62,8.91
465,ELECTRICAL ENGINEERING,442:LTCE,47280466,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,18.0,0.0,11.0,62.0,22.0,20.0,50.0,20.0,0.0,16.0,59.0,22.0,11.0,['Diploma'],['Diploma'],7.96,7.54,8.5,8.54,8.3,8.54,8.23
466,ELECTRICAL ENGINEERING,442:LTCE,47280467,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,40.0,23.0,0.0,14.0,65.0,24.0,17.0,59.0,24.0,0.0,18.0,48.0,24.0,14.0,['Diploma'],['Diploma'],7.52,8.39,9.08,8.93,8.78,8.77,8.58
470,ELECTRICAL ENGINEERING,442:LTCE,47280471,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,46.0,23.0,0.0,11.0,39.0,22.0,15.0,54.0,20.0,0.0,15.0,46.0,22.0,11.0,['Diploma'],['Diploma'],7.04,8.14,8.92,7.5,7.33,7.69,7.77
475,ELECTRICAL ENGINEERING,442:LTCE,47280476,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,17.0,0.0,9.0,35.0,15.0,8.0,51.0,15.0,0.0,12.0,52.0,18.0,8.0,['Diploma'],['Diploma'],7.26,7.25,7.38,7.54,6.85,7.15,7.24
477,ELECTRICAL ENGINEERING,442:LTCE,47280478,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,37.0,22.0,0.0,13.0,41.0,20.0,17.0,45.0,21.0,0.0,17.0,45.0,23.0,15.0,['Diploma'],['Diploma'],9.41,9.86,9.77,9.5,8.56,7.85,9.16
479,ELECTRICAL ENGINEERING,442:LTCE,47280480,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,46.0,17.0,0.0,11.0,44.0,20.0,10.0,50.0,20.0,0.0,12.0,50.0,22.0,9.0,['Diploma'],['Diploma'],8.22,8.79,8.96,8.64,7.63,7.58,8.3
480,ELECTRICAL ENGINEERING,442:LTCE,47280481,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,50.0,16.0,0.0,10.0,32.0,18.0,15.0,57.0,18.0,0.0,13.0,32.0,23.0,11.0,['Diploma'],['Diploma'],8.0,7.14,7.65,7.46,7.07,7.35,7.45
483,ELECTRICAL ENGINEERING,442:LTCE,47280484,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,41.0,18.0,0.0,12.0,65.0,19.0,13.0,51.0,18.0,0.0,10.0,57.0,18.0,9.0,['Diploma'],['Diploma'],7.93,8.18,8.27,8.04,7.26,8.04,7.95
484,ELECTRICAL ENGINEERING,442:LTCE,47280485,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,50.0,23.0,0.0,12.0,65.0,23.0,15.0,59.0,22.0,0.0,15.0,39.0,21.0,10.0,['Diploma'],['Diploma'],7.59,7.54,8.31,8.43,7.74,8.46,8.01
485,ELECTRICAL ENGINEERING,442:LTCE,47280486,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,49.0,17.0,0.0,11.0,41.0,15.0,15.0,59.0,15.0,0.0,15.0,44.0,19.0,12.0,['Diploma'],['Diploma'],9.56,9.5,8.77,8.0,7.0,7.69,8.42
488,ELECTRICAL ENGINEERING,442:LTCE,47280489,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,52.0,18.0,0.0,11.0,50.0,21.0,17.0,54.0,19.0,0.0,14.0,43.0,21.0,9.0,['Diploma'],['Diploma'],7.0,7.64,9.38,8.57,7.96,7.65,8.03
491,ELECTRICAL ENGINEERING,442:LTCE,47280492,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,48.0,14.0,0.0,10.0,34.0,19.0,11.0,46.0,17.0,0.0,8.0,32.0,19.0,8.0,['Diploma'],['Diploma'],6.0,5.93,6.15,5.57,6.67,6.73,6.18
494,ELECTRICAL ENGINEERING,442:LTCE,47280495,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,44.0,14.0,0.0,11.0,46.0,17.0,12.0,43.0,16.0,0.0,9.0,43.0,18.0,9.0,['Diploma'],['Diploma'],6.33,5.18,5.96,6.07,6.81,7.12,6.25
496,ELECTRICAL ENGINEERING,442:LTCE,47280497,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,43.0,15.0,0.0,13.0,50.0,14.0,15.0,63.0,16.0,0.0,13.0,60.0,18.0,10.0,['Diploma'],['Diploma'],8.11,8.21,9.08,7.68,7.44,8.08,8.1
501,ELECTRICAL ENGINEERING,442:LTCE,47280502,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,35.0,13.0,0.0,12.0,41.0,19.0,16.0,51.0,16.0,0.0,14.0,36.0,19.0,9.0,['Diploma'],['Diploma'],8.44,7.14,9.15,7.5,8.41,6.85,7.92
502,ELECTRICAL ENGINEERING,442:LTCE,47280503,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,37.0,23.0,0.0,12.0,57.0,22.0,16.0,46.0,21.0,0.0,19.0,37.0,23.0,12.0,['Diploma'],['Diploma'],6.74,7.18,8.54,7.25,7.67,7.69,7.51
503,ELECTRICAL ENGINEERING,442:LTCE,47280504,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,21.0,0.0,9.0,57.0,20.0,14.0,70.0,21.0,0.0,14.0,32.0,22.0,8.0,['Diploma'],['Diploma'],7.19,7.18,8.88,7.96,7.7,7.85,7.79
504,ELECTRICAL ENGINEERING,442:LTCE,47280505,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,37.0,15.0,0.0,10.0,45.0,18.0,16.0,48.0,17.0,0.0,14.0,32.0,20.0,8.0,['Diploma'],['Diploma'],7.26,6.71,8.27,7.43,7.56,7.15,7.4
