university,page_no,department,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
"UNIVERSITY OF MUMBAI 
",16,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280061,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,17,12,8,43,22,20,11,45,18,16,8,33,18,17,10,40,40,,,['5.09'],['5.19'],['5.22'],['5.30'],['5.29'],['0.00'],['5.07'],6.88,['--']
"UNIVERSITY OF MUMBAI 
",16,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280062,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,22,24,11,44,22,20,14,54,20,22,13,47,21,19,11,44,46,,,['Diploma'],['Diploma'],['8.59'],['7.56'],['7.93'],['8.25'],['8.04'],7.85,['8.04']
"UNIVERSITY OF MUMBAI 
",16,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280063,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,21,22,11,51,21,20,13,54,20,18,15,54,21,19,13,43,46,,,['6.37'],['5.89'],['7.30'],['7.07'],['7.39'],['7.68'],['8.04'],8.27,['7.25']
"UNIVERSITY OF MUMBAI 
",16,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280064,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,23,14,8,51,22,19,10,44,20,17,11,55,20,21,8,37,47,,,['4.78'],['5.20'],['6.11'],['5.93'],['5.46'],['5.64'],['6.96'],7.69,['5.97']
"UNIVERSITY OF MUMBAI 
",17,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280065,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,21,14,8,47,20,20,14,44,19,16,11,45,20,18,12,44,46,,,['Diploma'],['Diploma'],['6.59'],['6.15'],['6.29'],['6.93'],['6.64'],7.50,['6.68']
"UNIVERSITY OF MUMBAI 
",17,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280066,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,23,22,11,64,22,20,15,53,21,17,15,48,22,21,13,43,48,,,['7.63'],['7.56'],['6.89'],['6.89'],['7.36'],['7.43'],['7.07'],8.27,['7.39']
"UNIVERSITY OF MUMBAI 
",17,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280067,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,23,19,10,43,21,21,12,49,22,21,11,32,20,18,15,42,47,,,['Diploma'],['Diploma'],['6.33'],['6.63'],['6.61'],['7.07'],['6.71'],7.50,['6.81']
"UNIVERSITY OF MUMBAI 
",17,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280068,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,21,18,9,65,22,20,13,46,20,18,12,58,20,18,14,40,47,,,['Diploma'],['Diploma'],['6.37'],['6.33'],['6.57'],['7.07'],['6.25'],8.19,['6.80']
"UNIVERSITY OF MUMBAI 
",18,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280069,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,21,20,9,66,22,20,16,53,22,21,14,48,20,16,15,44,48,,,['6.70'],['7.59'],['7.48'],['6.85'],['6.75'],['7.75'],['8.25'],8.38,['7.47']
"UNIVERSITY OF MUMBAI 
",18,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280070,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,19,19,8,32,21,19,12,48,21,23,9,36,19,16,13,36,40,,,['Diploma'],['Diploma'],['6.44'],['6.30'],['6.46'],['6.54'],['6.14'],6.58,['6.41']
"UNIVERSITY OF MUMBAI 
",18,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280071,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,22,18,10,62,21,19,12,54,21,23,13,50,22,22,17,42,43,,,['Diploma'],['Diploma'],['6.41'],['6.37'],['6.50'],['6.54'],['7.86'],8.15,['6.97']
"UNIVERSITY OF MUMBAI 
",18,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280072,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,22,18,11,48,21,20,13,52,18,23,15,57,22,22,16,38,48,,,['5.83'],['6.33'],['6.07'],['5.52'],['6.75'],['7.14'],['7.39'],8.00,['6.63']
"UNIVERSITY OF MUMBAI 
",19,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280073,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,21,15,11,40,21,20,11,40,20,17,10,50,22,18,15,45,46,,,['5.85'],['6.33'],['5.44'],['5.70'],['6.54'],['6.43'],['6.07'],7.54,['6.24']
"UNIVERSITY OF MUMBAI 
",19,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280074,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,22,19,16,39,22,21,10,51,21,17,12,37,21,16,11,40,46,,,['Diploma'],['Diploma'],['6.81'],['6.19'],['6.25'],['6.89'],['6.89'],7.42,['6.74']
"UNIVERSITY OF MUMBAI 
",19,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280075,['ISE8045:FIBER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,17+,13+,8+,39+,18+,19+,12+,50+,17+,19+,12+,44+,17+,17+,11+,45+,46+,,,['Diploma'],['Diploma'],['6.52'],['6.19'],['6.46'],['6.07'],['7.11'],7.00,['6.56']
"UNIVERSITY OF MUMBAI 
",19,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:17:BVCE'],"JULY 10, 2018",52280076,['ISE8045:FIBER'],A,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,A,14+,15+,8+,50+,17+,16+,8+,39+,17+,18+,11+,51+,16+,17+,10+,45+,44+,,,['4.60'],['4.63'],['4.85'],['5.22'],['5.68'],['5.68'],['7.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",20,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280077,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,23,21,19,61,23,19,18,66,23,22,17,57,24,22,19,47,47,,,['7.48'],['8.56'],['9.26'],['9.41'],['9.71'],['9.39'],['8.96'],9.69,['9.06']
"UNIVERSITY OF MUMBAI 
",20,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280078,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,22,21,17,39,22,18,14,54,22,21,16,63,24,21,17,47,46,,,['8.22'],['8.89'],['9.41'],['8.74'],['8.29'],['7.96'],['8.57'],8.62,['8.59']
"UNIVERSITY OF MUMBAI 
",20,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280079,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,76,22,21,17,53,23,20,14,60,23,20,17,52,23,19,18,48,49,,,['7.59'],['9.54'],['9.11'],['9.15'],['9.29'],['9.04'],['8.86'],9.08,['8.96']
"UNIVERSITY OF MUMBAI 
",20,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280080,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,21,19,18,52,22,22,14,58,21,17,15,43,24,19,13,41,40,,,['Diploma'],['Diploma'],['6.78'],['7.00'],['6.43'],['6.86'],['8.89'],8.12,['7.35']
"UNIVERSITY OF MUMBAI 
",21,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280081,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,20,18,13,50,19,17,11,47,20,16,14,32,22,18,12,45,44,,,['6.13'],['6.65'],['7.41'],['7.15'],['7.18'],['6.50'],['7.11'],7.65,['6.97']
"UNIVERSITY OF MUMBAI 
",21,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280082,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,20,17,11,51,19,17,8,44,20,17,11,38,22,18,12,47,47,,,['Diploma'],['Diploma'],['6.74'],['7.56'],['7.75'],['6.96'],['7.71'],7.46,['7.36']
"UNIVERSITY OF MUMBAI 
",21,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280083,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,17,15,12,43,18,17,14,47,19,15,15,44,19,16,16,35,35,,,['5.85'],['6.50'],['7.22'],['7.33'],['7.21'],['6.14'],['6.61'],6.69,['6.69']
"UNIVERSITY OF MUMBAI 
",21,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280084,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,19,15,9,37,18,22,9,54,16,14,12,47,20,19,11,45,41,,,['7.06'],['6.09'],['6.22'],['5.19'],['5.86'],['5.86'],['6.29'],6.96,['6.19']
"UNIVERSITY OF MUMBAI 
",22,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280085,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,19,18,10,50,19,18,11,38,18,15,10,39,21,17,11,48,47,,,['6.00'],['6.59'],['5.56'],['7.07'],['6.50'],['5.54'],['6.57'],7.23,['6.38']
"UNIVERSITY OF MUMBAI 
",22,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280086,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,17,18,13,43,18,19,10,51,19,15,15,44,19,20,15,41,39,,,['Diploma'],['Diploma'],['6.67'],['6.89'],['7.04'],['6.25'],['6.86'],7.23,['6.82']
"UNIVERSITY OF MUMBAI 
",22,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280087,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,26,18,17,14,39,18,17,8,47,17,15,13,45,19,20,11,41,41,,,['6.00'],['6.56'],['5.89'],['5.22'],['6.04'],['0.00'],['6.18'],7.08,['--']
"UNIVERSITY OF MUMBAI 
",22,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280088,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,20,19,16,56,19,17,15,55,20,20,16,53,23,19,10,47,45,,,['Diploma'],['Diploma'],['8.00'],['7.56'],['7.93'],['7.07'],['8.54'],8.35,['7.91']
"UNIVERSITY OF MUMBAI 
",23,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280089,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,21,20,11,38,19,18,12,38,20,17,14,32,19,16,11,46,44,,,['6.19'],['6.28'],['6.33'],['6.30'],['7.04'],['0.00'],['6.57'],6.85,['--']
"UNIVERSITY OF MUMBAI 
",23,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280090,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,22,20,16,57,22,20,16,57,21,17,15,51,23,20,15,47,47,,,['7.07'],['7.67'],['8.41'],['7.67'],['8.71'],['7.29'],['8.50'],8.58,['7.99']
"UNIVERSITY OF MUMBAI 
",23,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280091,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,17,14,10,39,17,17,10,41,18,16,12,36,13,18,10,33,32,,,['5.26'],['5.93'],['5.52'],['5.37'],['5.43'],['5.54'],['5.82'],6.08,['5.62']
"UNIVERSITY OF MUMBAI 
",23,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280092,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,19,17,8,47,19,19,11,57,18,14,10,45,22,16,8,42,44,,,['Diploma'],['Diploma'],['6.70'],['6.41'],['7.07'],['6.86'],['7.21'],7.58,['6.97']
"UNIVERSITY OF MUMBAI 
",24,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280093,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,21,19,8,53,20,19,9,49,21,16,11,49,21,18,9,49,46,,,['Diploma'],['Diploma'],['6.59'],['6.41'],['6.89'],['5.93'],['6.54'],7.54,['6.65']
"UNIVERSITY OF MUMBAI 
",24,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280094,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,15,14,8,41,16,17,8,49,15,14,10,32,19,15,9,41,40,,,['5.74'],['6.43'],['5.11'],['5.11'],['0.00'],['0.00'],['5.00'],6.38,['--']
"UNIVERSITY OF MUMBAI 
",24,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280095,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,19,17,13,43,19,17,16,60,20,18,14,58,22,17,13,48,46,,,['Diploma'],['Diploma'],['7.00'],['8.37'],['7.50'],['7.25'],['8.14'],8.08,['7.72']
"UNIVERSITY OF MUMBAI 
",24,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280096,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,18,16,8,45,18,17,9,44,18,13,10,32,21,14,8,38,38,,,['5.81'],['5.66'],['5.48'],['5.52'],['0.00'],['0.00'],['0.00'],6.31,['--']
"UNIVERSITY OF MUMBAI 
",25,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280097,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,18,18,10,44,18,17,10,51,19,17,10,51,13,14,8,38,38,,,['Diploma'],['Diploma'],['6.67'],['6.41'],['6.39'],['5.93'],['6.68'],6.92,['6.50']
"UNIVERSITY OF MUMBAI 
",25,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280098,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,20,18,11,54,18,16,13,49,19,16,10,40,21,18,9,48,46,,,['6.93'],['6.78'],['6.30'],['6.04'],['6.25'],['5.57'],['5.96'],7.27,['6.39']
"UNIVERSITY OF MUMBAI 
",25,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280099,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,20,20,11,43,18,17,13,52,18,14,12,36,19,19,12,42,38,,,['5.72'],['5.67'],['5.33'],['5.00'],['6.39'],['5.75'],['6.57'],7.46,['5.99']
"UNIVERSITY OF MUMBAI 
",25,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280100,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,21F,16E,14E,9E,36E,16E,16E,8E,40E,16E,13E,8E,33E,15E,17E,9E,38E,40E,,,['6.15'],['5.31'],['4.67'],['5.59'],['0.00'],['0.00'],['0.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",26,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280101,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,19,11,52,22,19,10,48,20,15,14,41,19,22,17,48,48,,,['7.15'],['7.15'],['7.37'],['7.30'],['7.82'],['6.86'],['7.39'],7.92,['7.37']
"UNIVERSITY OF MUMBAI 
",26,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280102,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,61,19,19,11,44,19,22,8,46,19,14,14,52,21,18,15,44,45,,,['6.67'],['6.80'],['8.44'],['7.00'],['7.18'],['6.11'],['6.93'],7.96,['7.14']
"UNIVERSITY OF MUMBAI 
",26,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280103,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,22,20,13,70,23,22,11,57,22,16,15,48,21,17,16,48,48,,,['7.74'],['9.09'],['8.63'],['9.26'],['8.82'],['8.61'],['8.29'],8.85,['8.66']
"UNIVERSITY OF MUMBAI 
",26,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280104,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,60,20,18,14,43,19,22,10,33,20,15,11,43,23,18,16,47,46,,,['6.48'],['6.56'],['6.59'],['6.30'],['7.00'],['6.21'],['7.11'],7.42,['6.71']
"UNIVERSITY OF MUMBAI 
",27,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280105,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,19,17,8,38,18,17,12,50,20,15,11,38,23,18,9,41,42,,,['Diploma'],['Diploma'],['6.67'],['6.15'],['6.82'],['5.18'],['6.86'],7.15,['6.47']
"UNIVERSITY OF MUMBAI 
",27,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280106,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,22,19,12,42,21,18,15,44,21,19,12,43,22,19,11,47,47,,,['7.96'],['7.17'],['7.33'],['7.33'],['7.54'],['7.18'],['8.57'],7.65,['7.59']
"UNIVERSITY OF MUMBAI 
",27,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280107,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,21,19,19,50,22,18,17,44,22,20,14,44,24,21,9,46,45,,,['Diploma'],['Diploma'],['7.15'],['7.15'],['7.57'],['6.43'],['7.71'],7.85,['7.31']
"UNIVERSITY OF MUMBAI 
",27,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280108,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,16,19,8,37,16,16,8,44,15,14,8,32,17,16,10,39,38,,,['4.85'],['4.94'],['4.22'],['4.22'],['0.00'],['0.00'],['5.29'],6.08,['--']
"UNIVERSITY OF MUMBAI 
",28,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280109,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,49,20,21,16,53,19,19,17,46,19,15,17,56,23,20,19,40,44,,,['5.93'],['6.50'],['7.30'],['8.19'],['8.25'],['8.79'],['8.46'],8.46,['7.74']
"UNIVERSITY OF MUMBAI 
",28,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280110,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,60,20,20,11,67,19,19,14,57,21,21,15,42,21,19,15,48,48,,,['6.33'],['6.11'],['5.52'],['5.70'],['7.61'],['7.32'],['7.71'],8.73,['6.88']
"UNIVERSITY OF MUMBAI 
",28,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280111,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,20,17,15,53,20,20,15,50,20,19,17,50,24,21,16,46,45,,,['6.44'],['7.11'],['6.56'],['6.85'],['7.21'],['6.46'],['7.82'],8.04,['7.06']
"UNIVERSITY OF MUMBAI 
",28,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280112,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,20,18,10,58,19,17,14,62,19,16,11,44,21,18,10,38,39,,,['Diploma'],['Diploma'],['7.19'],['6.78'],['7.54'],['6.68'],['7.00'],7.85,['7.17']
"UNIVERSITY OF MUMBAI 
",29,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280113,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,18,17,8,51,19,17,8,42,18,15,12,52,20,17,9,41,39,,,['Diploma'],['Diploma'],['7.15'],['7.33'],['7.39'],['5.64'],['7.29'],7.50,['7.05']
"UNIVERSITY OF MUMBAI 
",29,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280114,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,19,17,8,56,17,18,12,51,16,14,10,49,21,17,10,42,43,,,['Diploma'],['Diploma'],['7.67'],['7.11'],['7.07'],['6.82'],['7.29'],7.69,['7.28']
"UNIVERSITY OF MUMBAI 
",29,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280115,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,18,18,14,54,18,17,11,50,17,14,10,50,22,18,12,47,47,,,['7.59'],['6.80'],['6.89'],['7.37'],['7.57'],['7.07'],['7.21'],7.73,['7.28']
"UNIVERSITY OF MUMBAI 
",29,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280116,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,22,21,18,45,23,23,12,61,22,18,14,60,23,18,17,48,49,,,['7.00'],['7.04'],['7.85'],['7.22'],['8.00'],['8.68'],['7.14'],9.08,['7.75']
"UNIVERSITY OF MUMBAI 
",30,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280117,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,18,18,13,38,19,22,16,50,19,15,15,42,21,19,15,36,37,,,['Diploma'],['Diploma'],['6.44'],['7.63'],['7.29'],['6.11'],['7.89'],7.19,['7.09']
"UNIVERSITY OF MUMBAI 
",30,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280118,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,20,19,12,53,21,23,10,57,20,16,13,48,22,22,13,36,39,,,['6.81'],['6.44'],['6.37'],['5.96'],['6.46'],['6.43'],['6.93'],7.96,['6.67']
"UNIVERSITY OF MUMBAI 
",30,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280119,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,17,18,14,49,18,23,12,40,18,18,11,51,19,21,11,42,40,,,['5.93'],['6.96'],['6.70'],['6.30'],['6.71'],['5.61'],['6.43'],7.69,['6.54']
"UNIVERSITY OF MUMBAI 
",30,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:174:RAIT'],"JULY 10, 2018",52280120,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,19,18,8,45,21,21,12,47,20,17,16,44,20,20,10,42,41,,,['Diploma'],['Diploma'],['6.89'],['6.26'],['6.82'],['6.25'],['6.50'],7.23,['6.66']
